1|LIVRO
2|FOLHETO
3|VIDEO
4|HISTÓRICO
5|DIVULGAÇÃO
6|INFORMAÇÃO FABRICANTE
7|BASE DE DADOS
8|FOTOGRAFIA
9|RECORTE
10|LEGISLAÇÃO
11|MAPA
12|TESE
13|DISSERTAÇÃO
14|TCC
15|PLANTA ARQUITETÔNICA
16|PERIÓDICO
17|ANALÍTICA
18|POSTER
19|AUDIO
20|COLECIONASUS
21|TCCENF
22|TCCEPI
23|TCCESP
24|TCCRIS
25|TCCSMC
26|TCCSP
27|TCCDS
